UserID,Age,ParentalEducationYears,CEOAnnualSalary,Budget,IdealTripDurationDays,CurrentLatitude,CurrentLongitude,ClimatePreference,TravelStylePreference,TravelCompanionPreference,FavoriteColor,LocalSportsTeamRecord,PastTripsWithRatings
324,27,11.7,26381.82,1020.76,6,34.1934,-119.1969,Temperate,Party,Couples,Green,Neutral,"Destination_027-8, Destination_046-8"
325,18,16.4,35434.55,1263.23,9,42.8791,-71.3319,Mixed,Adventure,Friends,Purple,Losing,Destination_002-6
326,36,12.3,9714.45,990.96,5,41.4157,-74.0539,Cold,Adventure,Family,Blue,Winning,"Destination_066-6, Destination_053-5, Destination_013-7"
327,29,13.8,33043.39,1043.33,7,34.1524,-117.6505,Mixed,Relaxation,Work,Red,Winning,Destination_021-7
328,30,11.5,11298.42,1015.0,9,25.3113,-80.6864,Warm,Cultural,Friends,Blue,Losing,Destination_036-9
329,59,16.5,15567.14,2065.52,12,47.5118,-121.9164,Cold,Cultural,Family,Red,Losing,"Destination_045-8, Destination_058-7, Destination_033-4, Destination_046-9, Destination_022-7"
330,18,16.5,36567.8,1136.72,10,41.6946,-71.894,Temperate,Adventure,Friends,White,Losing,"Destination_040-9, Destination_072-7, Destination_012-9, Destination_075-6, Destination_008-10"
331,40,13.7,22222.4,980.21,8,41.1219,-74.3115,Cold,Luxury,Work,Purple,Winning,"Destination_043-7, Destination_054-5, Destination_060-4, Destination_013-10"
332,23,11.8,22348.89,548.51,14,33.8539,-119.1684,Temperate,Relaxation,Friends,Blue,Losing,"Destination_065-8, Destination_057-8, Destination_053-6"
333,46,16.8,24349.57,1267.77,7,41.5405,-87.6338,Warm,Adventure,Family,Purple,Winning,"Destination_049-10, Destination_064-10, Destination_010-7"
334,39,13.1,77292.35,1206.22,3,34.5152,-118.6256,Warm,Cultural,Friends,Yellow,Winning,"Destination_015-5, Destination_037-8"
335,40,11.6,29014.79,915.06,3,26.5887,-80.5323,Mixed,Luxury,Couples,Red,Winning,"Destination_004-8, Destination_020-9"
336,24,10.6,16235.36,488.43,11,40.3685,-73.2413,Mixed,Adventure,Work,Orange,Neutral,"Destination_063-10, Destination_026-5, Destination_030-8"
337,26,12.8,32573.49,1138.57,7,40.8157,-74.286,Warm,Relaxation,Work,Orange,Winning,"Destination_037-10, Destination_030-6, Destination_016-8"
338,46,10.8,26797.7,1022.43,8,25.6824,-79.5135,Temperate,Cultural,Family,White,Winning,"Destination_006-7, Destination_070-7, Destination_061-6, Destination_028-5, Destination_001-7"
339,56,12.2,34277.47,1022.12,6,26.4931,-80.5984,Temperate,Cultural,Solo,White,Winning,"Destination_010-9, Destination_067-7, Destination_065-5"
340,41,15.3,36120.39,1615.4,6,40.6888,-73.9649,Temperate,Luxury,Couples,Purple,Losing,"Destination_058-9, Destination_048-8, Destination_011-7, Destination_037-7, Destination_021-9"
341,24,13.4,56549.46,973.85,5,47.1169,-122.3578,Warm,Adventure,Work,White,Winning,"Destination_009-8, Destination_025-9, Destination_003-7, Destination_027-4"
342,39,14.5,10133.84,832.29,9,41.8827,-87.0599,Mixed,Party,Friends,Purple,Winning,"Destination_071-5, Destination_004-5, Destination_027-8, Destination_012-8, Destination_015-7"
343,64,11.9,9354.95,1224.87,8,41.3137,-74.1746,Cold,Relaxation,Friends,Blue,Neutral,"Destination_021-7, Destination_057-9, Destination_037-9, Destination_059-10, Destination_069-7"
344,36,14.0,30711.5,1525.4,9,40.603,-73.6779,Cold,Luxury,Friends,Blue,Losing,"Destination_045-8, Destination_010-8, Destination_034-3, Destination_055-8"
345,53,17.4,26783.75,1477.63,9,42.0674,-70.7657,Cold,Luxury,Family,White,Losing,Destination_058-7
346,26,13.4,33109.5,810.65,6,47.566,-122.8147,Temperate,Party,Friends,Yellow,Neutral,"Destination_038-8, Destination_032-8, Destination_017-10, Destination_055-7"
347,34,14.7,26991.05,902.15,3,40.2316,-73.2865,Warm,Cultural,Couples,Black,Losing,"Destination_049-8, Destination_020-7, Destination_035-8"
348,42,10.6,22227.59,429.49,3,40.6318,-73.1898,Mixed,Luxury,Solo,Blue,Losing,Destination_048-6
349,40,16.8,16959.19,1534.41,17,42.1032,-70.9144,Temperate,Adventure,Couples,Yellow,Losing,"Destination_005-10, Destination_020-9, Destination_030-6, Destination_027-9"
350,26,13.1,33488.05,1321.09,12,43.0763,-88.1587,Mixed,Adventure,Couples,Red,Neutral,"Destination_001-10, Destination_048-6, Destination_037-8, Destination_014-3"
351,25,16.2,14492.88,1251.72,11,39.7611,-73.3667,Mixed,Adventure,Couples,Blue,Winning,Destination_018-9
352,47,13.4,36086.29,1432.49,6,25.3466,-80.2004,Temperate,Adventure,Family,Red,Winning,"Destination_053-7, Destination_063-9, Destination_056-7"
353,49,14.8,12489.74,932.86,8,42.067,-70.9259,Temperate,Luxury,Solo,Blue,Winning,"Destination_063-9, Destination_026-6, Destination_022-10, Destination_010-9"
354,53,14.9,23645.11,795.03,5,41.4047,-87.72,Warm,Luxury,Friends,Purple,Winning,"Destination_053-10, Destination_034-6, Destination_043-7, Destination_051-8, Destination_017-8"
355,57,12.6,12927.15,1494.27,4,42.5849,-71.5642,Temperate,Relaxation,Solo,Red,Losing,"Destination_009-8, Destination_002-8, Destination_059-8, Destination_030-7, Destination_046-9"
356,37,16.1,18354.0,834.65,5,33.7,-118.4137,Cold,Relaxation,Friends,Blue,Winning,"Destination_044-7, Destination_010-8, Destination_023-7, Destination_068-8"
357,31,12.5,43001.98,928.75,11,46.8956,-122.5413,Warm,Relaxation,Couples,Black,Neutral,"Destination_054-7, Destination_068-7, Destination_065-7, Destination_014-7, Destination_022-10"
358,51,15.1,29285.25,1068.68,10,41.9394,-87.8298,Warm,Cultural,Friends,Blue,Losing,"Destination_054-8, Destination_061-9"
359,44,12.9,10661.11,1290.06,5,33.9143,-118.25,Mixed,Luxury,Family,Purple,Losing,"Destination_055-7, Destination_031-5, Destination_054-4, Destination_027-6, Destination_028-8"
360,23,14.8,14543.44,710.49,6,40.3821,-73.6645,Temperate,Party,Family,White,Winning,"Destination_072-6, Destination_038-10, Destination_047-10, Destination_069-10, Destination_002-9"
361,23,13.2,12160.96,945.86,9,26.478,-80.4222,Temperate,Party,Couples,White,Losing,"Destination_032-6, Destination_050-5, Destination_010-8"
362,41,13.9,14770.03,1284.56,6,42.1226,-87.7498,Temperate,Party,Solo,Red,Winning,"Destination_068-7, Destination_040-7"
363,33,11.8,18255.05,631.71,7,34.2327,-117.4571,Cold,Adventure,Couples,Blue,Winning,"Destination_062-5, Destination_069-9, Destination_060-9, Destination_007-4"
364,35,14.4,31266.05,672.83,8,40.9643,-74.8967,Temperate,Luxury,Couples,Black,Neutral,Destination_018-6
365,48,13.7,37074.83,1342.48,9,25.987,-79.5736,Cold,Relaxation,Couples,Green,Winning,"Destination_039-6, Destination_048-8, Destination_030-7, Destination_035-6"
366,44,12.6,36292.23,704.09,8,25.6492,-79.6922,Temperate,Adventure,Friends,Yellow,Losing,"Destination_006-8, Destination_027-8, Destination_060-8"
367,51,13.5,12830.13,300.0,6,47.2649,-123.0728,Warm,Luxury,Solo,Yellow,Winning,"Destination_021-9, Destination_057-9"
368,18,14.5,43408.89,1370.65,6,40.7806,-74.8882,Temperate,Adventure,Couples,Purple,Losing,"Destination_045-8, Destination_072-8"
369,38,12.6,15868.75,1604.28,4,42.2401,-70.4166,Warm,Relaxation,Couples,Yellow,Winning,"Destination_008-7, Destination_039-9, Destination_012-6"
370,43,13.5,24901.25,982.61,3,40.9251,-88.2697,Mixed,Cultural,Family,Red,Losing,Destination_038-9
371,18,12.2,11181.59,353.98,6,47.094,-122.3617,Warm,Adventure,Friends,Red,Winning,"Destination_009-9, Destination_054-7"
372,27,18.7,16861.4,955.84,10,47.4271,-121.6304,Warm,Party,Family,Red,Losing,"Destination_035-7, Destination_024-6, Destination_074-7"
373,25,16.2,42420.24,1688.51,3,42.8372,-70.8124,Temperate,Party,Friends,Green,Winning,"Destination_013-5, Destination_019-5, Destination_044-7, Destination_003-7, Destination_073-7"
374,35,14.4,22627.98,1005.19,8,34.1228,-118.0434,Warm,Adventure,Couples,White,Losing,"Destination_046-4, Destination_050-9, Destination_066-7, Destination_040-9, Destination_030-10"
375,55,15.9,174559.16,1846.1,11,25.329,-79.7614,Temperate,Relaxation,Family,Orange,Losing,"Destination_056-7, Destination_014-7, Destination_004-8"
376,59,9.5,8196.36,855.89,2,41.804,-70.6423,Temperate,Luxury,Couples,Yellow,Neutral,"Destination_024-6, Destination_071-8, Destination_006-8"
377,25,9.0,16352.05,390.96,6,42.4731,-87.5246,Mixed,Party,Friends,Red,Winning,Destination_001-9
378,41,13.0,9591.57,866.72,12,33.9619,-118.0398,Warm,Cultural,Couples,Red,Losing,"Destination_003-6, Destination_067-7"
379,42,11.0,20931.53,986.83,9,24.3292,-80.0389,Temperate,Cultural,Friends,White,Losing,Destination_029-8
380,40,13.3,15170.12,890.26,2,41.8233,-87.6553,Cold,Cultural,Family,Green,Neutral,"Destination_068-10, Destination_070-8, Destination_035-8, Destination_058-8, Destination_017-10"
381,40,14.2,78649.4,1475.88,10,41.0633,-74.0474,Warm,Luxury,Family,Orange,Losing,"Destination_021-10, Destination_037-9"
382,39,15.7,47504.77,2101.09,6,33.4799,-118.3107,Cold,Party,Couples,Purple,Losing,"Destination_040-5, Destination_005-6"
383,55,11.2,29241.42,1565.63,10,25.7938,-80.1325,Mixed,Cultural,Work,Orange,Losing,"Destination_005-5, Destination_050-8, Destination_063-8, Destination_034-5, Destination_048-7"
384,48,14.4,32384.72,1631.1,6,40.791,-73.4903,Mixed,Cultural,Family,Blue,Neutral,"Destination_066-7, Destination_060-8, Destination_031-6, Destination_011-7, Destination_051-7"
385,22,14.2,13281.43,550.22,7,40.167,-73.9221,Mixed,Relaxation,Friends,White,Winning,"Destination_026-8, Destination_029-9, Destination_049-6, Destination_058-9"
386,45,14.4,28028.76,1389.31,7,26.405,-81.0573,Temperate,Adventure,Friends,Purple,Winning,"Destination_046-7, Destination_013-9, Destination_028-7, Destination_026-7"
387,46,12.6,18896.48,1313.06,8,41.9698,-87.9227,Temperate,Adventure,Family,Yellow,Losing,Destination_013-6
388,39,16.6,23411.81,914.06,6,40.5246,-74.4624,Mixed,Adventure,Couples,Purple,Losing,"Destination_016-8, Destination_026-7, Destination_059-5, Destination_055-6, Destination_039-8"
389,49,13.4,51149.81,1697.38,8,33.9652,-117.3194,Warm,Relaxation,Couples,Green,Neutral,Destination_034-5
390,37,17.4,46124.3,1589.34,5,33.4178,-118.8248,Temperate,Cultural,Couples,Purple,Winning,"Destination_056-8, Destination_039-6, Destination_070-7, Destination_006-7, Destination_048-7"
391,37,12.3,19776.47,923.61,9,40.059,-73.1463,Mixed,Party,Friends,White,Winning,"Destination_020-6, Destination_074-8, Destination_018-8, Destination_049-10, Destination_024-9"
392,36,15.4,9248.32,615.0,8,42.1288,-71.0728,Mixed,Adventure,Couples,White,Winning,"Destination_012-6, Destination_004-5, Destination_005-6, Destination_059-6, Destination_050-7"
393,18,14.1,30266.52,687.91,2,42.1586,-71.5322,Mixed,Adventure,Solo,Orange,Losing,Destination_025-8
394,34,13.3,10598.96,551.12,10,25.6424,-78.9609,Warm,Adventure,Solo,Yellow,Losing,"Destination_065-10, Destination_021-8, Destination_053-7, Destination_035-7, Destination_029-7"
395,27,15.3,58144.43,1415.96,7,34.746,-118.6665,Cold,Party,Work,White,Winning,Destination_011-9
396,21,13.6,31822.65,300.0,7,42.2038,-88.0458,Warm,Party,Friends,Orange,Winning,"Destination_015-6, Destination_040-8, Destination_008-6, Destination_007-8"
397,52,8.2,14906.4,768.22,10,33.1618,-117.7302,Mixed,Relaxation,Couples,Red,Winning,"Destination_040-10, Destination_041-5, Destination_057-7, Destination_033-8"
398,41,8.0,6989.12,436.96,8,42.94,-70.537,Cold,Relaxation,Work,Yellow,Losing,"Destination_035-8, Destination_073-6, Destination_048-8, Destination_012-6"
399,35,16.5,22865.26,873.07,11,47.3751,-122.4134,Warm,Relaxation,Couples,Black,Losing,"Destination_026-8, Destination_001-7, Destination_041-8, Destination_038-10, Destination_002-9"
400,28,16.5,43945.14,1232.22,7,42.2549,-87.4343,Mixed,Luxury,Friends,Yellow,Winning,Destination_067-6
401,39,17.6,30005.51,1775.9,11,33.8532,-119.0495,Temperate,Adventure,Friends,Red,Winning,"Destination_006-9, Destination_068-8, Destination_040-5, Destination_033-10"
402,47,13.6,24720.14,1260.65,8,34.1069,-117.7005,Temperate,Luxury,Family,Black,Losing,"Destination_045-9, Destination_017-8"
403,25,11.5,19499.75,538.62,8,33.4512,-117.9206,Mixed,Adventure,Friends,Yellow,Losing,"Destination_072-7, Destination_034-10, Destination_037-5"
404,35,13.1,25411.07,537.35,8,40.8758,-73.6349,Cold,Relaxation,Work,Purple,Neutral,"Destination_051-8, Destination_021-7"
405,45,13.7,11268.5,665.12,11,41.146,-74.3572,Temperate,Luxury,Solo,Red,Neutral,"Destination_059-7, Destination_007-6, Destination_052-10, Destination_064-9"
406,18,12.2,5345.14,300.0,9,33.2415,-118.5068,Warm,Party,Solo,Red,Losing,"Destination_060-8, Destination_018-9, Destination_057-5, Destination_035-9"
407,34,17.2,77093.91,1787.15,7,42.8046,-71.331,Warm,Relaxation,Friends,Purple,Losing,"Destination_067-9, Destination_016-5, Destination_039-10"
408,30,18.5,51428.48,1785.84,7,40.363,-74.9207,Warm,Relaxation,Couples,Orange,Losing,"Destination_006-8, Destination_048-7, Destination_005-6, Destination_046-8, Destination_023-7"
409,33,14.9,33590.61,771.66,7,42.7563,-87.2171,Temperate,Party,Couples,Black,Winning,"Destination_032-8, Destination_001-8"
410,29,14.0,23035.06,630.88,5,26.1449,-79.7061,Temperate,Luxury,Couples,Orange,Winning,"Destination_064-7, Destination_055-7, Destination_072-6"
411,37,11.3,7329.51,849.15,4,40.9984,-74.1322,Temperate,Relaxation,Friends,White,Winning,"Destination_032-8, Destination_035-9"
412,58,16.5,46085.85,1703.45,2,42.2781,-71.2738,Cold,Adventure,Family,Green,Losing,Destination_002-7
413,31,14.1,30524.13,905.09,2,35.3674,-117.962,Warm,Cultural,Work,Red,Losing,"Destination_036-8, Destination_025-7"
414,39,13.3,36690.74,823.93,13,33.8181,-118.0073,Cold,Relaxation,Couples,Purple,Winning,"Destination_007-9, Destination_045-8, Destination_068-8, Destination_015-7"
415,59,14.4,29539.16,1422.07,6,47.1046,-121.5777,Mixed,Luxury,Work,Purple,Losing,"Destination_060-7, Destination_061-6"
416,28,12.9,7617.45,473.38,13,41.5495,-87.3795,Warm,Adventure,Couples,White,Losing,Destination_064-9
417,57,13.8,42917.26,1214.53,9,42.413,-87.4376,Cold,Cultural,Family,Purple,Winning,Destination_071-8
418,35,11.0,26609.41,759.25,7,41.9272,-87.6246,Warm,Cultural,Family,Orange,Losing,"Destination_043-8, Destination_042-8"
419,56,15.6,13219.7,1048.79,3,41.8518,-87.9183,Temperate,Relaxation,Couples,White,Losing,"Destination_022-8, Destination_052-9"
420,44,13.5,19608.45,1155.86,8,41.6553,-86.8902,Cold,Relaxation,Family,Purple,Winning,"Destination_016-7, Destination_013-8, Destination_064-9, Destination_066-9, Destination_065-7"
421,39,16.1,32792.65,1025.8,13,42.3057,-71.4529,Warm,Relaxation,Couples,Purple,Losing,Destination_012-6
422,34,13.5,37305.75,787.41,12,42.1019,-70.5098,Temperate,Relaxation,Couples,Red,Winning,"Destination_040-7, Destination_038-8"
423,28,13.8,30371.66,1544.47,8,34.3878,-117.9598,Mixed,Adventure,Friends,White,Losing,"Destination_013-9, Destination_024-8, Destination_063-8, Destination_056-7, Destination_006-8"
424,36,11.5,30073.1,715.23,4,40.5812,-73.7233,Warm,Relaxation,Solo,Black,Losing,"Destination_044-8, Destination_071-10, Destination_052-10"
425,46,15.2,16019.73,1174.04,5,42.0382,-71.1898,Cold,Relaxation,Family,Orange,Losing,"Destination_002-7, Destination_037-8, Destination_045-9, Destination_031-8, Destination_011-6"
426,35,12.2,8039.71,300.0,5,48.0949,-121.8929,Temperate,Cultural,Couples,Red,Losing,"Destination_049-8, Destination_046-6, Destination_036-4"
427,31,13.0,7604.01,969.56,11,25.269,-80.6178,Warm,Relaxation,Couples,Blue,Winning,"Destination_044-10, Destination_029-9"
428,32,14.0,17245.02,881.57,12,40.7644,-73.1469,Cold,Relaxation,Family,Black,Winning,"Destination_050-6, Destination_060-6, Destination_032-8, Destination_003-10"
429,47,13.9,97051.45,2082.15,9,41.4022,-70.9208,Temperate,Party,Couples,Yellow,Losing,"Destination_053-8, Destination_011-9, Destination_007-8, Destination_005-6"
430,50,10.2,29717.5,300.0,7,33.362,-118.5572,Warm,Cultural,Work,Purple,Winning,"Destination_016-8, Destination_048-8"
431,27,13.6,28288.39,988.51,12,42.1778,-71.2703,Mixed,Adventure,Work,Yellow,Losing,"Destination_049-8, Destination_017-8, Destination_053-4"
432,27,15.7,34674.17,1734.95,5,47.3431,-122.3264,Warm,Party,Couples,Black,Winning,"Destination_031-8, Destination_056-8, Destination_033-9"
433,40,13.1,17581.49,918.75,7,40.4424,-74.7412,Cold,Adventure,Couples,Black,Winning,"Destination_056-10, Destination_026-6, Destination_042-9"
434,53,13.1,29303.67,923.85,9,26.1499,-79.8136,Warm,Cultural,Solo,Blue,Neutral,"Destination_074-10, Destination_043-7"
435,49,13.9,13445.15,1180.65,5,34.4716,-119.0104,Warm,Adventure,Family,White,Losing,"Destination_016-7, Destination_061-9, Destination_013-5, Destination_042-7"
436,20,13.9,21168.41,1130.2,5,34.1995,-117.902,Cold,Relaxation,Solo,Yellow,Neutral,"Destination_018-9, Destination_021-8, Destination_006-7, Destination_031-8, Destination_013-7"
437,32,11.9,69292.85,1095.19,5,40.1944,-74.0054,Cold,Party,Friends,Purple,Losing,"Destination_029-7, Destination_069-6, Destination_002-5, Destination_015-6"
438,24,14.1,18174.65,1233.26,11,47.5519,-121.4089,Warm,Adventure,Work,Purple,Neutral,Destination_060-9
439,32,16.0,32614.06,1507.8,14,48.5722,-123.1622,Temperate,Cultural,Solo,Black,Losing,"Destination_059-5, Destination_051-9, Destination_072-10, Destination_060-4, Destination_029-7"
440,54,11.4,18902.58,1032.54,8,35.297,-118.6976,Temperate,Relaxation,Family,Green,Losing,Destination_040-8
441,18,13.5,23940.52,300.0,6,42.3703,-87.1448,Temperate,Adventure,Friends,Red,Neutral,"Destination_007-6, Destination_034-6, Destination_024-8, Destination_009-6"
442,18,11.5,14356.66,382.82,5,41.8622,-70.8134,Mixed,Party,Friends,Blue,Neutral,"Destination_042-7, Destination_074-8, Destination_064-8, Destination_048-8, Destination_071-7"
443,25,16.0,24639.23,624.41,7,41.8262,-87.3528,Cold,Cultural,Couples,Orange,Neutral,"Destination_009-7, Destination_018-8, Destination_062-6, Destination_046-7"
444,38,13.6,40295.13,1271.85,6,42.4753,-70.4618,Temperate,Cultural,Friends,Blue,Winning,"Destination_065-7, Destination_006-6, Destination_042-7, Destination_026-8, Destination_005-7"
445,42,12.1,52983.83,902.39,7,34.0877,-118.3239,Mixed,Cultural,Solo,Blue,Losing,"Destination_016-9, Destination_031-6"
446,40,14.0,20883.85,1056.12,9,48.158,-122.0398,Temperate,Adventure,Friends,White,Winning,"Destination_021-7, Destination_073-6, Destination_038-8"
447,49,11.2,22926.28,1049.21,6,42.7259,-71.3923,Mixed,Luxury,Couples,Blue,Losing,"Destination_042-7, Destination_001-9, Destination_041-8"
448,18,12.2,34919.01,300.0,6,40.1874,-74.2939,Mixed,Adventure,Friends,Yellow,Losing,"Destination_044-5, Destination_012-7"
449,49,10.7,18226.12,1210.64,7,40.3996,-73.6169,Temperate,Relaxation,Work,Green,Neutral,"Destination_045-9, Destination_063-9"
450,31,11.8,9779.3,463.11,6,34.538,-118.3176,Temperate,Adventure,Friends,Black,Losing,"Destination_022-8, Destination_052-8, Destination_029-7, Destination_058-10"
451,44,16.4,53829.83,1990.81,7,26.4755,-79.5058,Mixed,Luxury,Family,Purple,Losing,"Destination_019-5, Destination_039-7"
452,19,12.8,36434.07,579.05,9,47.7317,-122.7409,Mixed,Party,Friends,Purple,Winning,"Destination_045-7, Destination_039-6, Destination_023-8, Destination_058-7, Destination_073-8"
453,35,14.8,41797.19,1270.73,2,42.6677,-87.6605,Warm,Adventure,Couples,Purple,Losing,"Destination_007-9, Destination_027-9, Destination_004-6, Destination_013-8, Destination_068-7"
454,38,12.2,22445.35,1077.31,12,34.1131,-118.4098,Temperate,Cultural,Couples,White,Losing,Destination_045-7
455,49,15.1,18002.48,1590.22,9,40.2651,-74.7443,Temperate,Relaxation,Work,Purple,Winning,"Destination_036-8, Destination_055-8, Destination_021-8, Destination_039-10, Destination_051-8"
456,18,12.2,22480.06,337.96,9,34.3664,-118.6317,Mixed,Adventure,Couples,Purple,Winning,"Destination_023-10, Destination_029-10, Destination_033-6, Destination_035-6, Destination_038-7"
457,35,14.0,31192.52,399.61,9,35.5798,-118.783,Mixed,Adventure,Couples,Orange,Neutral,"Destination_029-8, Destination_065-6, Destination_008-6"
458,22,14.3,19771.95,1400.28,5,41.7313,-70.8049,Mixed,Adventure,Friends,Red,Neutral,"Destination_006-7, Destination_067-10, Destination_030-6, Destination_021-6"
459,41,18.4,36188.78,1601.64,5,42.6447,-87.5977,Temperate,Relaxation,Family,White,Losing,"Destination_065-8, Destination_022-10"
460,44,15.0,30477.81,1197.08,5,42.1661,-88.5518,Mixed,Adventure,Friends,Blue,Neutral,Destination_075-4
461,50,12.4,19632.54,1410.91,7,47.2712,-122.8668,Warm,Cultural,Couples,Green,Losing,"Destination_024-6, Destination_009-10"
462,29,15.4,28205.97,790.17,9,39.7625,-73.9515,Temperate,Cultural,Solo,Red,Winning,"Destination_071-8, Destination_027-10, Destination_004-4, Destination_045-8, Destination_033-10"
463,46,18.0,38595.52,1206.24,6,39.5886,-74.6711,Temperate,Adventure,Family,Purple,Neutral,"Destination_038-8, Destination_011-7"
464,51,10.3,27759.24,905.9,9,40.4414,-74.4256,Temperate,Cultural,Family,White,Losing,"Destination_005-5, Destination_009-7, Destination_046-6"
465,18,12.6,13123.88,790.58,2,40.9082,-73.8572,Temperate,Party,Work,Yellow,Winning,"Destination_056-5, Destination_017-9, Destination_057-10, Destination_018-10"
466,42,13.3,14287.39,982.25,7,41.1569,-73.6338,Warm,Adventure,Family,Black,Neutral,"Destination_028-8, Destination_033-5, Destination_018-8"
467,47,12.8,25974.64,913.71,11,42.9304,-71.061,Warm,Party,Solo,Yellow,Winning,"Destination_037-8, Destination_009-9, Destination_066-4"
468,32,13.3,25932.53,1268.67,7,42.5117,-70.8042,Mixed,Luxury,Couples,White,Winning,"Destination_043-7, Destination_036-4"
469,20,11.6,59628.78,1049.47,4,41.9508,-87.8286,Warm,Party,Family,Orange,Neutral,"Destination_063-7, Destination_025-9, Destination_033-8"
470,46,16.5,95898.74,1684.3,6,40.5438,-74.4188,Temperate,Adventure,Family,Black,Winning,Destination_037-6
471,21,11.3,50256.15,319.43,2,42.0908,-87.677,Warm,Party,Couples,Green,Losing,"Destination_057-8, Destination_023-5, Destination_064-8"
472,33,13.5,17141.58,1368.09,4,42.0284,-71.3911,Temperate,Cultural,Family,White,Losing,"Destination_034-8, Destination_041-10, Destination_008-7, Destination_018-10, Destination_001-8"
473,35,16.0,61011.18,1330.88,11,40.1048,-73.5206,Temperate,Party,Friends,Red,Losing,Destination_073-6
474,44,13.7,39619.87,1208.47,6,34.0893,-118.6714,Cold,Party,Couples,Orange,Losing,"Destination_023-8, Destination_029-9, Destination_069-4, Destination_031-6"
475,27,12.1,37686.84,1017.65,6,34.4543,-118.5202,Temperate,Adventure,Family,White,Winning,Destination_062-6
476,27,11.4,17544.17,525.23,2,41.6567,-70.5494,Temperate,Party,Couples,Black,Winning,"Destination_018-10, Destination_032-6, Destination_050-4, Destination_036-5"
477,36,13.4,49816.31,1208.84,3,42.0915,-71.2644,Mixed,Luxury,Friends,Purple,Losing,Destination_043-5
478,47,12.1,36215.16,1450.37,12,41.9006,-87.0587,Warm,Adventure,Couples,Green,Winning,"Destination_035-6, Destination_066-7, Destination_073-5, Destination_009-10"
479,62,13.8,39209.91,1938.4,10,34.06,-118.8396,Mixed,Luxury,Family,Yellow,Winning,"Destination_038-6, Destination_069-7, Destination_059-10"
480,18,11.4,9867.74,300.0,3,26.0319,-80.4325,Warm,Party,Couples,Red,Winning,"Destination_055-8, Destination_003-10, Destination_029-9, Destination_053-9"
481,39,15.5,45591.13,1403.84,6,41.654,-74.0106,Mixed,Cultural,Solo,Green,Losing,"Destination_058-6, Destination_014-8, Destination_033-8"
482,22,14.4,20180.2,639.67,7,39.5925,-73.8313,Warm,Adventure,Couples,Purple,Winning,"Destination_022-9, Destination_063-6, Destination_010-4, Destination_045-6, Destination_034-8"
483,47,14.0,32450.57,1443.41,4,41.6823,-73.222,Temperate,Party,Solo,Green,Winning,Destination_075-6
484,24,17.0,44575.01,1284.64,2,34.9655,-118.7499,Cold,Party,Friends,White,Neutral,"Destination_019-8, Destination_017-5, Destination_064-10, Destination_020-9, Destination_009-8"
485,27,13.2,34450.29,1360.21,7,42.3361,-87.991,Temperate,Adventure,Couples,White,Losing,"Destination_048-8, Destination_032-8, Destination_044-8"
486,28,12.6,28166.94,1139.21,9,47.7221,-122.9665,Cold,Relaxation,Work,Purple,Winning,"Destination_038-6, Destination_039-8"
487,34,12.8,25977.43,607.47,9,25.4378,-80.5281,Warm,Cultural,Couples,Green,Losing,Destination_061-9
488,39,13.4,30268.02,1508.0,10,41.1593,-73.6096,Temperate,Cultural,Couples,Green,Neutral,"Destination_030-9, Destination_018-6, Destination_075-10, Destination_027-7, Destination_032-8"
489,41,13.6,12182.34,1256.22,3,42.4984,-71.7352,Mixed,Relaxation,Couples,Purple,Neutral,"Destination_019-5, Destination_075-9, Destination_029-10, Destination_024-7, Destination_018-9"
490,35,12.2,22745.42,715.99,7,41.7242,-88.0031,Mixed,Relaxation,Couples,Black,Winning,"Destination_023-10, Destination_068-7"
491,19,10.2,17800.56,368.65,6,34.4848,-117.6509,Temperate,Adventure,Friends,Blue,Winning,"Destination_017-6, Destination_032-9"
492,44,12.6,18177.4,1279.55,8,42.8882,-71.4376,Temperate,Relaxation,Couples,Yellow,Winning,"Destination_015-9, Destination_069-6, Destination_043-8, Destination_001-6"
493,34,14.6,18508.1,1479.37,7,32.6802,-119.1235,Mixed,Luxury,Friends,Yellow,Losing,"Destination_052-4, Destination_047-7, Destination_046-4"
494,49,13.9,37402.71,1220.76,6,48.3208,-122.5306,Cold,Luxury,Solo,Green,Winning,"Destination_064-6, Destination_040-8, Destination_006-6, Destination_043-7, Destination_005-7"
495,27,16.5,40681.27,1585.88,2,25.3846,-79.3687,Mixed,Adventure,Couples,Blue,Losing,"Destination_065-8, Destination_056-8"
496,18,18.2,20734.87,1767.2,11,48.2426,-122.3178,Cold,Cultural,Solo,White,Winning,"Destination_065-7, Destination_053-7, Destination_066-6, Destination_030-6, Destination_060-7"
497,35,15.4,31404.76,1270.27,9,47.4633,-122.3961,Warm,Relaxation,Family,Yellow,Winning,"Destination_020-10, Destination_040-8"
498,51,16.4,42119.42,772.87,3,34.1636,-117.44,Cold,Relaxation,Family,Purple,Losing,"Destination_067-10, Destination_001-8, Destination_026-7, Destination_004-10"
499,37,15.4,43329.57,1692.43,10,42.0912,-87.267,Temperate,Adventure,Friends,Red,Losing,"Destination_060-8, Destination_028-7, Destination_015-10, Destination_062-8, Destination_049-8"
500,33,17.4,46742.9,2089.82,7,41.2946,-74.5948,Warm,Party,Couples,Green,Winning,Destination_012-10
501,25,17.8,57520.0,984.07,6,26.1374,-80.3373,Mixed,Adventure,Solo,Blue,Winning,"Destination_016-7, Destination_067-7"
